id,wm,iq,comp
3219,53,72,19
3220,49,98,20
3221,47,111,22
3222,45,98,22
3223,51,101,18
3224,46,86,17
3225,51,95,22
3226,50,93,17
3227,52,112,18
3228,48,97,16
3229,51,74,19
3230,45,141,19
3231,45,108,19
3232,48,99,19
3233,45,111,20
3234,51,93,18
3235,57,86,18
3236,49,82,21
3237,52,105,16
3238,45,95,16
3239,53,88,16
3240,49,82,19
3241,38,90,19
3242,52,94,23
3243,53,97,19
3244,52,100,22
3245,49,78,21
3246,52,101,22
3247,49,83,16
3248,54,115,23
3249,43,80,22
3250,53,116,20
3251,52,94,20
3252,53,91,20
3253,48,111,20
3254,51,108,20
3255,52,97,20
3256,50,109,20
3257,43,74,21
3258,52,93,21
3259,47,121,16
3260,43,90,22
3261,53,78,21
3262,57,89,19
3263,50,71,20
3264,53,122,19
3265,47,102,18
3266,48,95,20
3267,55,92,17
3268,48,110,20
3269,53,104,23
3270,47,98,21
3271,51,84,18
3272,61,109,19
3273,55,102,16
3274,59,103,19
3275,58,83,23
3276,53,101,19
3277,44,89,19
3278,52,71,21
3279,50,133,21
3280,45,108,21
3281,40,94,19
3282,41,100,19
3283,48,92,18
3284,54,108,18
3285,38,79,19
3286,55,115,17
3287,40,110,15
3288,48,101,20
3289,55,78,16
3290,53,103,16
3291,51,84,22
3292,49,130,18
3293,51,91,20
3294,48,90,17
3295,49,104,21
3296,50,122,20
3297,57,102,22
3298,55,128,21
3299,54,81,20
3300,52,114,23
3301,52,83,17
3302,54,79,18
3303,52,93,18
3304,48,97,23
3305,54,83,20
3306,52,83,22
3307,47,113,21
3308,48,99,21
3309,45,115,20
3310,42,79,18
3311,48,112,16
3312,54,116,18
3313,57,82,18
3314,53,113,23
3315,54,99,19
3316,46,99,19
3317,42,75,19
3318,47,92,21
3319,50,71,14
3320,47,79,20
3321,55,114,17
3322,52,95,21
3323,46,87,20
3324,57,102,18
3325,46,123,22
3326,43,83,19
3327,51,120,22
3328,52,112,20
3329,41,85,17
3330,49,87,21
3331,41,106,17
3332,50,110,21
3333,48,94,20
3334,47,82,19
3335,44,104,19
3336,49,63,23
3337,44,83,19
3338,57,89,22
3339,53,109,17
3340,58,89,19
3341,52,85,21
3342,53,111,21
3343,63,111,19
3344,41,131,21
3345,39,81,23
3346,44,112,21
3347,55,100,19
3348,42,104,20
3349,58,104,15
3350,56,116,20
3351,61,115,18
3352,39,118,19
3353,45,102,20
3354,54,138,20
3355,49,108,20
3356,54,72,17
3357,44,95,19
3358,52,117,17
3359,50,111,18
3360,50,109,18
3361,56,68,19
3362,47,105,16
3363,51,113,21
3364,43,109,20
3365,49,96,22
3366,41,82,18
3367,46,114,16
3368,50,102,21
3369,54,92,19
3370,48,104,19
3371,50,102,21
3372,55,117,21
3373,42,80,19
3374,49,109,21
3375,49,116,21
3376,55,86,20
3377,49,84,17
3378,45,87,19
3379,40,105,19
3380,46,86,17
3381,55,91,17
3382,59,85,18
3383,57,95,17
3384,45,123,19
3385,50,110,19
3386,54,96,19
3387,47,89,18
3388,45,90,20
3389,49,83,21
3390,45,88,21
3391,41,123,21
3392,45,90,18
3393,57,88,21
3394,54,107,20
3395,51,103,19
3396,49,115,18
3397,47,99,14
3398,49,101,21
3399,51,114,20
3400,59,111,19
3401,50,92,17
3402,49,115,22
3403,52,94,18
3404,55,72,21
3405,58,85,19
3406,52,88,18
3407,46,113,19
3408,52,87,22
3409,49,107,21
3410,46,104,18
3411,43,94,19
3412,54,100,20
3413,53,96,20
3414,49,108,18
3415,46,101,18
3416,48,99,17
3417,45,90,17
3418,47,112,22
3419,49,88,18
3420,50,86,17
3421,49,86,18
3422,52,91,18
3423,38,128,16
3424,60,103,17
3425,59,64,20
3426,52,105,16
3427,42,102,18
3428,53,79,21
3429,38,101,24
3430,57,88,18
3431,54,96,20
3432,43,96,17
3433,53,114,19
3434,49,99,19
3435,50,101,20
3436,48,119,23
3437,51,92,15
3438,55,118,20
3439,46,91,19
3440,34,115,22
3441,58,120,18
3442,39,90,19
3443,52,108,15
3444,50,77,22
3445,51,96,19
3446,55,120,20
3447,50,115,23
3448,52,81,19
3449,45,112,18
3450,51,127,19
3451,49,114,21
3452,53,94,21
3453,53,102,20
3454,48,107,19
3455,43,117,24
3456,44,110,15
3457,45,128,17
3458,51,81,18
3459,46,128,19
3460,50,91,18
3461,55,95,17
3462,47,108,20
3463,53,99,23
3464,49,109,18
3465,48,107,23
3466,47,101,19
3467,50,99,18
3468,47,122,20
3469,55,90,18
3470,49,85,18
3471,53,102,16
3472,58,113,17
3473,52,106,15
3474,42,97,20
3475,43,101,18
3476,48,78,23
3477,54,93,17
3478,48,68,21
3479,48,108,21
3480,52,66,18
3481,50,89,19
3482,50,84,19
3483,48,81,20
3484,55,119,18
3485,49,120,18
3486,51,116,20
3487,52,81,19
3488,51,92,23
3489,51,76,20
3490,44,120,20
3491,61,109,20
3492,52,105,18
3493,43,124,19
3494,58,131,16
3495,48,101,21
3496,57,112,19
3497,54,77,21
3498,48,107,22
3499,50,91,17
3500,46,113,22
3501,40,86,18
3502,45,108,20
3503,50,99,21
3504,48,82,20
3505,53,115,19
3506,48,113,25
3507,44,91,20
3508,45,112,17
3509,38,102,19
3510,54,102,24
3511,52,91,17
3512,51,98,19
3513,50,96,20
3514,51,90,19
3515,46,82,20
3516,43,117,16
3517,50,117,18
3518,47,130,23
3519,52,100,14
3520,53,96,22
3521,44,107,22
3522,42,104,22
3523,56,97,19
3524,44,95,20
3525,44,112,22
3526,50,82,20
3527,43,132,22
3528,51,94,22
3529,46,106,20
3530,56,108,20
3531,42,110,19
3532,53,95,19
3533,47,108,20
3534,60,94,18
3535,47,94,19
3536,44,119,18
3537,47,118,19
3538,50,133,22
3539,48,107,21
3540,46,123,21
3541,49,110,19
3542,50,113,20
3543,37,82,18
3544,42,113,18
3545,41,119,23
3546,54,111,18
3547,48,109,20
3548,48,97,21
3549,57,70,20
3550,44,90,19
3551,60,121,21
3552,48,117,21
3553,42,82,16
3554,45,91,19
3555,48,104,18
3556,52,111,21
3557,48,124,20
3558,45,91,16
3559,44,81,19
3560,53,83,21
3561,49,75,17
3562,51,100,19
3563,49,90,17
3564,42,90,22
3565,54,118,18
3566,50,79,19
3567,57,118,24
3568,58,116,17
3569,50,102,20
3570,48,130,21
3571,37,86,19
3572,49,96,20
3573,49,93,17
3574,57,100,20
3575,46,100,19
3576,55,91,18
3577,46,104,19
3578,48,89,18
3579,51,106,21
3580,53,87,22
3581,49,102,19
3582,55,108,18
3583,58,110,20
3584,48,89,19
3585,44,99,20
3586,49,72,18
3587,55,107,19
3588,47,103,20
3589,50,95,18
3590,52,103,16
3591,48,97,20
3592,46,124,20
3593,48,101,21
3594,54,113,18
3595,42,116,19
3596,45,97,22
3597,46,108,18
3598,42,105,18
3599,46,114,21
3600,63,102,16
3601,43,117,20
3602,42,71,17
3603,44,110,18
3604,47,116,22
3605,42,89,19
3606,54,74,17
3607,49,81,21
3608,42,107,21
3609,46,71,22
3610,48,99,22
3611,50,91,21
3612,55,112,22
3613,48,129,18
3614,41,82,18
3615,52,99,18
3616,47,123,22
3617,44,101,17
3618,55,106,19
3619,44,88,20
3620,55,75,18
3621,49,79,19
3622,54,110,18
3623,53,107,18
3624,48,70,21
3625,60,105,21
3626,52,114,18
3627,46,74,21
3628,48,86,17
3629,49,95,23
3630,56,97,20
3631,56,113,17
3632,57,81,17
3633,59,84,22
3634,51,122,19
3635,50,117,17
3636,55,106,18
3637,53,119,20
3638,53,112,19
3639,49,106,18
3640,56,71,18
3641,52,115,20
3642,55,100,20
3643,49,103,20
3644,49,103,16
3645,45,107,22
3646,54,105,18
3647,43,71,22
3648,43,96,19
3649,56,108,18
3650,36,108,21
3651,53,72,19
3652,43,141,20
3653,55,87,19
3654,51,105,16
3655,50,98,21
3656,52,99,17
3657,51,127,18
3658,47,75,19
3659,44,92,14
3660,50,97,20
3661,47,103,20
3662,53,99,17
3663,44,86,19
3664,41,97,19
3665,52,96,17
3666,56,92,20
3667,51,81,22
3668,48,123,16
3669,49,120,18
3670,55,79,18
3671,47,106,22
3672,50,104,19
3673,49,88,17
3674,50,106,19
3675,55,83,22
3676,52,99,20
3677,50,92,19
3678,42,97,20
3679,49,102,24
3680,52,110,17
3681,51,116,16
3682,45,93,21
3683,46,79,17
3684,46,94,21
3685,45,114,19
3686,54,105,17
3687,54,89,21
3688,54,73,21
3689,47,115,18
3690,49,103,18
3691,52,130,20
3692,54,121,20
3693,49,79,17
3694,48,120,20
3695,38,99,19
3696,48,107,23
3697,46,117,18
3698,52,99,17
3699,47,106,17
3700,53,97,20
3701,48,103,23
3702,45,120,20
3703,39,60,23
3704,45,84,20
3705,52,81,18
3706,47,108,20
3707,51,124,21
3708,37,85,21
3709,50,89,17
3710,48,108,22
3711,48,122,21
3712,55,86,22
3713,51,99,15
3714,50,107,22
3715,60,125,22
3716,48,114,21
3717,53,108,21
3718,48,105,16
3719,47,104,20
3720,54,86,21
3721,49,91,20
3722,46,94,16
3723,48,94,23
3724,49,106,18
3725,52,89,20
3726,50,79,16
3727,50,106,18
3728,59,74,15
3729,41,120,18
3730,48,90,18
3731,49,94,23
3732,43,101,20
3733,62,89,19
3734,47,85,22
3735,55,114,19
3736,47,90,15
3737,46,91,20
3738,44,92,21
3739,44,91,16
3740,36,78,22
3741,53,92,18
3742,47,109,16
3743,50,108,15
3744,48,109,22
3745,51,103,20
3746,45,96,22
3747,48,114,18
3748,52,101,20
3749,52,100,20
3750,49,107,25
3751,41,87,18
3752,53,78,20
3753,53,101,21
3754,58,93,16
3755,41,101,21
3756,51,132,20
3757,49,114,19
3758,56,97,20
3759,50,134,18
3760,43,123,20
3761,46,100,21
3762,52,94,22
3763,45,100,20
3764,38,96,21
3765,59,85,20
3766,51,73,17
3767,53,99,20
3768,46,77,20
3769,48,112,18
3770,39,77,19
3771,58,119,20
3772,53,90,20
3773,45,74,20
3774,51,98,18
3775,52,82,20
3776,45,106,21
3777,45,135,17
3778,53,96,21
3779,52,105,18
3780,54,111,20
3781,48,108,16
3782,47,105,22
3783,54,115,20
3784,52,96,22
3785,52,133,19
3786,38,109,20
3787,40,111,19
3788,47,129,17
3789,49,93,17
3790,54,97,22
3791,51,106,22
3792,46,98,21
3793,44,97,20
3794,61,79,18
3795,54,81,19
3796,52,120,17
3797,54,114,17
3798,49,114,22
3799,44,118,23
3800,46,89,17
3801,44,91,18
3802,62,98,18
3803,44,108,18
3804,46,103,19
3805,52,113,18
3806,48,98,19
3807,41,130,16
3808,51,91,18
3809,44,76,21
3810,43,81,19
3811,44,90,18
3812,56,92,15
3813,49,93,22
3814,52,127,18
3815,47,136,20
3816,49,118,17
3817,49,107,20
3818,59,96,19
3819,65,110,20
3820,53,127,22
3821,44,87,19
3822,47,121,22
3823,49,73,20
3824,51,104,20
3825,45,127,17
3826,52,97,19
3827,52,110,17
3828,48,91,20
3829,52,108,20
3830,40,90,22
3831,50,82,24
3832,53,95,21
3833,47,94,19
3834,46,106,20
3835,48,112,21
3836,58,149,20
3837,48,107,22
3838,49,105,23
3839,43,85,20
3840,54,89,19
3841,47,90,23
3842,57,122,20
3843,44,102,21
3844,52,88,23
3845,41,70,22
3846,57,110,21
3847,51,92,16
3848,55,98,18
3849,53,114,18
3850,59,106,17
3851,59,96,20
3852,44,124,17
3853,53,118,15
3854,46,90,18
3855,48,94,23
3856,43,93,18
3857,50,119,19
3858,43,96,20
3859,46,93,20
3860,49,63,16
3861,46,98,21
3862,50,80,21
3863,54,113,19
3864,47,87,19
3865,51,118,20
3866,48,99,16
3867,51,107,17
3868,51,106,20
3869,53,107,21
3870,51,83,19
3871,41,103,22
3872,43,84,19
3873,55,98,21
3874,46,120,19
3875,51,97,20
3876,49,85,18
3877,50,118,20
3878,59,103,20
3879,43,102,17
3880,56,106,18
3881,51,79,20
3882,50,117,17
3883,46,110,17
3884,54,98,17
3885,52,114,19
3886,50,105,19
3887,44,75,19
3888,54,101,19
3889,48,87,21
3890,48,106,20
3891,55,106,21
3892,53,64,21
3893,47,87,15
3894,52,95,22
3895,45,95,21
3896,53,107,21
3897,45,109,18
3898,40,98,18
3899,58,97,20
3900,48,113,18
3901,53,106,22
3902,44,95,17
3903,49,95,19
3904,53,90,19
3905,55,118,17
3906,53,98,22
3907,52,102,17
3908,48,119,23
3909,51,93,22
3910,53,94,22
3911,43,75,18
3912,49,116,18
3913,46,91,23
3914,43,75,19
3915,55,93,19
3916,55,104,18
3917,48,105,18
3918,46,101,19
3919,55,99,20
3920,50,113,23
3921,46,108,18
3922,47,100,20
3923,39,106,18
3924,48,104,18
3925,61,100,18
3926,48,91,18
3927,45,75,19
3928,54,68,19
3929,51,95,16
3930,52,120,23
3931,47,72,17
3932,48,87,21
3933,52,115,21
3934,44,90,15
3935,53,128,18
3936,52,92,20
3937,45,130,22
3938,51,101,19
3939,45,107,18
3940,50,71,22
3941,51,109,19
3942,46,84,21
3943,44,84,22
3944,46,87,24
3945,47,86,21
3946,48,112,18
3947,47,110,19
3948,46,90,19
3949,53,121,20
3950,43,84,17
3951,54,120,23
3952,53,99,21
3953,46,97,18
3954,55,115,22
3955,49,116,18
3956,48,84,19
3957,47,126,21
3958,50,97,20
3959,47,110,17
3960,40,80,20
3961,44,111,19
3962,50,89,20
3963,57,121,20
3964,53,76,19
3965,54,105,19
3966,52,64,24
3967,54,114,18
3968,57,81,21
3969,44,87,19
3970,41,95,19
3971,49,100,20
3972,45,92,18
3973,41,82,17
3974,51,97,19
3975,43,118,21
3976,65,105,20
3977,50,112,18
3978,53,92,20
3979,53,95,22
3980,45,72,19
3981,49,105,19
3982,44,113,21
3983,51,89,17
3984,53,123,19
3985,49,102,20
3986,37,52,18
3987,54,78,15
3988,47,110,16
3989,57,94,20
3990,51,67,21
3991,47,97,17
3992,45,95,19
3993,50,106,20
3994,44,92,21
3995,53,99,19
3996,52,100,19
3997,50,116,20
3998,55,93,20
3999,45,110,19
4000,45,113,23
4001,45,122,19
4002,45,113,19
4003,49,84,17
4004,59,99,18
4005,53,97,19
4006,54,100,16
4007,49,119,19
4008,43,133,18
4009,53,79,23
4010,48,92,20
4011,51,110,18
4012,54,101,18
4013,53,82,20
4014,39,111,23
4015,39,82,20
4016,58,96,17
4017,44,108,17
4018,45,105,19
4019,44,101,18
4020,47,86,20
4021,46,82,19
4022,46,93,19
4023,45,114,21
4024,57,107,20
4025,54,94,20
4026,53,109,20
4027,47,115,17
4028,47,111,22
4029,47,121,22
4030,49,87,20
4031,47,90,18
4032,56,104,21
4033,44,106,19
4034,50,109,22
4035,53,90,18
4036,50,96,17
4037,62,57,23
4038,49,115,21
4039,42,99,18
4040,45,82,18
4041,54,85,19
4042,56,96,20
4043,47,95,22
4044,42,102,20
4045,56,97,19
4046,50,118,22
4047,49,118,16
4048,44,75,19
4049,49,136,18
4050,52,96,21
4051,55,110,21
4052,51,65,19
4053,51,111,17
4054,56,102,20
4055,46,87,20
4056,46,101,19
4057,47,101,15
4058,50,105,22
4059,51,124,18
4060,50,90,19
4061,57,80,19
4062,50,91,19
4063,52,111,20
4064,51,90,19
4065,49,83,20
4066,53,78,16
4067,50,68,16
4068,58,104,21
4069,46,113,23
4070,53,105,22
4071,55,89,26
4072,47,118,18
4073,47,105,19
4074,53,99,18
4075,49,107,18
4076,46,89,18
4077,56,97,20
4078,43,84,21
4079,48,112,19
4080,51,97,19
4081,39,76,18
4082,53,86,15
4083,53,110,17
4084,52,120,18
4085,45,93,19
4086,55,116,19
4087,52,110,18
4088,53,89,16
4089,57,109,21
4090,49,109,19
4091,58,77,18
4092,48,97,19
4093,54,105,20
4094,52,106,18
4095,49,90,19
4096,47,119,22
4097,48,114,17
4098,45,99,19
4099,51,86,23
4100,52,78,20
4101,60,133,20
4102,46,98,18
4103,49,74,19
4104,45,91,20
4105,46,96,20
4106,46,129,18
4107,48,68,19
4108,60,83,24
4109,55,91,20
4110,54,77,22
4111,45,93,18
4112,59,84,22
4113,60,83,17
4114,45,76,17
4115,51,102,20
4116,51,95,18
4117,39,103,18
4118,54,94,18
4119,45,110,13
4120,54,134,18
4121,52,106,22
4122,52,87,19
4123,53,99,22
4124,53,101,15
4125,51,126,21
4126,45,114,18
4127,45,121,18
4128,45,111,24
4129,48,107,17
4130,51,102,19
4131,47,84,19
4132,54,97,19
4133,49,111,21
4134,40,95,22
4135,59,93,17
4136,56,115,21
4137,59,98,18
4138,54,87,21
4139,41,84,19
4140,49,98,21
4141,52,94,20
4142,52,94,20
4143,53,124,20
4144,52,124,20
4145,40,97,20
4146,49,106,21
4147,48,85,18
4148,50,100,20
4149,42,91,20
4150,49,103,18
4151,53,105,21
4152,46,107,20
4153,46,99,21
4154,52,62,22
4155,54,104,18
4156,45,89,19
4157,55,72,22
4158,49,102,21
4159,58,98,20
4160,61,74,21
4161,55,91,23
4162,50,104,21
4163,51,121,17
4164,44,102,21
4165,56,105,18
4166,58,71,19
4167,48,110,20
4168,50,122,23
4169,47,115,18
4170,45,93,20
4171,56,117,18
4172,42,112,25
4173,55,116,16
4174,43,97,19
4175,48,101,23
4176,47,96,19
4177,46,84,22
4178,51,101,18
4179,48,110,18
4180,54,94,22
4181,54,118,21
4182,58,102,22
4183,55,105,23
4184,48,96,19
4185,59,100,24
4186,42,126,24
4187,54,75,21
4188,48,112,19
4189,42,91,18
4190,55,90,22
4191,52,71,18
4192,50,82,26
4193,50,89,19
4194,48,92,18
4195,48,74,20
4196,49,97,21
4197,44,112,20
4198,51,116,23
4199,47,98,19
4200,53,84,15
4201,46,117,20
4202,45,103,20
4203,54,90,20
4204,38,109,20
4205,48,117,18
4206,53,114,19
4207,44,104,20
4208,50,93,20
4209,52,100,21
4210,42,102,22
4211,43,116,20
4212,39,96,25
4213,50,73,20
4214,47,94,15
4215,53,83,17
4216,39,86,18
4217,52,89,21
4218,50,103,19
4219,51,103,21
4220,56,101,18
4221,53,124,18
4222,52,104,20
4223,50,87,20
4224,56,126,18
4225,52,106,23
4226,49,106,19
4227,53,111,22
4228,44,101,19
4229,54,104,20
4230,47,95,19
4231,49,98,21
4232,49,84,20
4233,48,107,19
4234,37,72,21
4235,48,102,21
4236,47,102,18
4237,49,116,21
4238,53,112,19
4239,48,95,18
4240,40,86,17
4241,48,85,18
4242,39,111,18
4243,48,99,21
4244,38,104,21
4245,52,92,19
4246,52,106,20
4247,49,86,21
4248,52,116,18
4249,42,119,22
4250,55,96,18
4251,50,95,16
4252,52,104,17
4253,55,95,20
4254,49,94,21
4255,61,101,19
4256,45,128,19
4257,52,109,18
4258,56,106,18
4259,43,93,19
4260,42,86,19
4261,45,89,21
4262,42,94,18
4263,51,93,21
4264,53,100,17
4265,44,85,17
4266,48,123,18
4267,45,91,21
4268,45,90,18
4269,46,105,19
4270,46,103,23
4271,48,93,23
4272,46,90,19
4273,56,123,22
4274,43,98,19
4275,48,82,21
4276,49,86,22
4277,53,114,21
4278,48,99,17
4279,45,85,19
4280,52,119,18
4281,48,117,24
4282,56,105,18
4283,43,118,19
4284,50,129,18
4285,46,110,20
4286,59,86,19
4287,43,91,23
4288,54,105,14
4289,55,71,18
4290,45,83,18
4291,45,110,19
4292,52,105,20
4293,50,83,16
4294,46,120,22
4295,53,104,19
4296,53,89,22
4297,50,113,19
4298,50,101,23
4299,48,87,21
4300,54,83,18
4301,57,90,18
4302,54,115,22
4303,47,82,19
4304,56,83,21
4305,50,111,21
4306,51,103,21
4307,44,86,22
4308,52,102,16
4309,49,94,17
4310,37,115,19
4311,52,120,19
4312,56,103,21
4313,49,72,19
4314,53,95,17
4315,47,100,22
4316,41,109,22
4317,45,92,17
4318,50,115,20
4319,44,114,20
4320,52,98,21
4321,51,107,22
4322,54,65,20
4323,43,104,19
4324,55,100,18
4325,47,101,19
4326,40,109,19
4327,50,107,22
4328,52,92,17
4329,56,81,18
4330,48,104,21
4331,53,117,21
4332,52,73,19
4333,49,119,16
4334,61,77,19
4335,49,89,20
4336,48,76,19
4337,46,109,24
4338,50,91,18
4339,49,110,15
4340,45,100,19
4341,45,90,18
4342,55,114,21
4343,52,97,22
4344,46,94,17
4345,50,107,19
4346,48,100,18
4347,48,96,20
4348,48,114,17
4349,47,83,21
4350,52,96,23
4351,43,100,24
4352,51,126,20
4353,55,117,20
4354,49,98,17
4355,50,101,20
4356,44,105,18
4357,56,96,16
4358,52,106,18
4359,45,71,16
4360,53,91,18
4361,47,88,19
4362,56,93,20
4363,57,100,21
4364,55,102,16
4365,55,115,21
4366,55,96,25
4367,50,129,20
4368,40,105,19
4369,46,126,18
4370,55,107,21
4371,45,102,19
4372,46,95,17
4373,57,143,17
4374,46,122,20
4375,53,94,20
4376,58,88,18
4377,51,83,19
4378,54,93,20
4379,50,76,19
4380,51,93,20
4381,62,120,22
4382,42,100,21
4383,51,106,17
4384,43,96,18
4385,57,80,17
4386,49,87,21
4387,48,95,22
4388,53,86,19
4389,60,114,21
4390,40,66,20
4391,35,89,21
4392,49,96,20
4393,38,88,22
4394,54,115,22
4395,49,88,21
4396,43,104,19
4397,48,113,18
4398,55,115,19
4399,47,112,22
4400,51,96,17
4401,56,102,18
4402,50,112,20
4403,61,77,19
4404,51,85,22
4405,46,94,20
4406,58,108,21
4407,51,105,16
4408,42,113,20
4409,47,104,21
4410,55,97,19
4411,46,101,20
4412,58,75,19
4413,51,110,17
4414,47,116,21
4415,51,102,17
4416,56,98,21
4417,45,111,19
4418,53,99,18
4419,52,96,18
4420,50,92,21
4421,47,86,19
4422,46,127,15
4423,49,133,21
4424,47,120,20
4425,51,95,18
4426,51,99,17
4427,61,125,18
4428,47,75,18
4429,48,81,23
4430,49,92,23
4431,49,84,16
4432,52,109,20
4433,61,106,18
4434,50,94,20
4435,48,83,19
4436,49,85,20
4437,57,83,21
4438,48,97,19
4439,43,103,17
4440,48,81,19
4441,44,103,17
4442,48,100,20
4443,52,81,19
4444,41,78,15
4445,47,110,19
4446,49,87,16
4447,50,148,19
4448,56,75,20
4449,55,75,18
4450,46,99,19
4451,49,92,23
4452,41,132,20
4453,43,130,25
4454,44,109,22
4455,51,121,18
4456,46,79,21
4457,54,120,19
4458,51,80,18
4459,56,112,20
4460,55,127,22
4461,50,112,20
4462,48,103,19
4463,42,99,18
4464,52,90,17
4465,49,95,18
4466,51,126,23
4467,48,105,18
4468,57,90,20
4469,53,89,22
4470,53,136,18
4471,45,99,23
4472,48,106,18
4473,46,106,22
4474,53,98,23
4475,48,135,24
4476,53,132,21
4477,40,107,20
4478,50,120,20
4479,44,110,17
4480,50,93,21
4481,53,108,23
4482,47,86,15
4483,49,89,21
4484,43,115,18
4485,46,110,22
4486,40,98,20
4487,49,119,21
4488,48,136,19
4489,54,116,16
4490,52,70,24
4491,49,100,23
4492,52,126,19
4493,46,99,18
4494,50,79,19
4495,41,93,20
4496,41,97,22
4497,54,107,16
4498,50,122,17
4499,57,97,20
4500,49,114,20
4501,43,54,19
4502,45,90,20
4503,57,115,22
4504,40,78,21
4505,45,93,20
4506,56,89,20
4507,49,92,24
4508,41,101,22
4509,48,100,18
4510,52,108,20
4511,55,101,21
4512,45,98,23
4513,59,93,14
4514,49,92,20
4515,52,123,19
4516,46,75,21
4517,56,67,18
4518,56,100,21
4519,47,99,18
4520,46,103,21
4521,46,112,20
4522,57,82,18
4523,52,117,19
4524,51,112,17
4525,54,100,16
4526,47,103,20
4527,48,126,17
4528,54,112,20
4529,42,105,19
4530,53,128,19
4531,42,112,19
4532,45,96,21
4533,51,104,19
4534,49,80,20
4535,52,91,20
4536,44,96,17
4537,48,103,19
4538,49,103,18
4539,51,112,22
4540,45,83,24
4541,61,85,20
4542,44,114,19
4543,45,92,19
4544,49,88,18
4545,44,67,18
4546,47,94,18
4547,51,81,16
4548,52,108,19
4549,52,66,20
4550,45,91,19
4551,51,74,18
4552,49,103,18
4553,45,90,20
4554,43,100,17
4555,52,98,18
4556,43,107,18
4557,62,99,16
4558,45,127,15
4559,54,80,15
4560,56,73,23
4561,55,104,20
4562,55,96,18
4563,56,106,23
4564,54,81,21
4565,50,87,19
4566,52,103,20
4567,52,92,23
4568,46,114,19
4569,51,100,17
4570,43,76,19
4571,47,98,16
4572,43,92,20
4573,45,98,23
4574,46,112,20
4575,60,82,18
4576,44,96,19
4577,48,91,21
4578,48,94,19
4579,50,91,17
4580,41,68,21
4581,47,116,17
4582,44,92,22
4583,55,108,22
4584,50,80,18
4585,55,114,16
4586,53,99,17
4587,57,84,23
4588,46,104,20
4589,44,95,21
4590,47,103,18
4591,50,73,20
4592,45,96,23
4593,52,94,17
4594,46,104,16
4595,51,86,18
4596,47,112,22
4597,55,115,23
4598,45,80,22
4599,49,106,19
4600,46,108,19
4601,51,107,20
4602,54,91,18
4603,52,126,18
4604,46,96,19
4605,54,109,19
4606,52,97,22
4607,50,87,16
4608,46,84,23
4609,53,92,17
4610,42,100,20
4611,40,121,23
4612,47,98,18
4613,43,113,18
4614,51,81,19
4615,58,89,23
4616,47,77,21
4617,48,118,16
4618,53,107,21
4619,41,81,21
4620,42,100,19
4621,59,98,17
4622,47,98,19
4623,48,98,21
4624,56,106,19
4625,53,92,22
4626,40,123,20
4627,55,71,20
4628,47,107,19
4629,46,111,20
4630,41,98,16
4631,40,109,19
4632,50,108,19
4633,54,89,20
4634,41,115,17
4635,42,119,17
4636,54,94,20
4637,51,98,21
4638,52,114,20
4639,45,93,23
4640,47,109,19
4641,43,111,20
4642,52,86,18
4643,47,90,22
4644,45,108,17
4645,53,98,17
4646,47,99,18
4647,54,111,17
4648,48,105,17
4649,50,107,21
4650,51,75,25
4651,53,97,20
4652,48,98,21
4653,55,108,16
4654,52,91,18
4655,59,103,17
4656,43,99,23
4657,47,77,20
4658,52,107,20
4659,48,104,20
4660,55,95,22
4661,47,141,19
4662,48,101,21
4663,48,120,18
4664,49,88,20
4665,50,103,22
4666,43,96,19
4667,47,97,18
4668,55,104,21
4669,58,84,22
4670,51,105,21
4671,42,78,20
4672,57,78,20
4673,55,124,17
4674,49,102,19
4675,51,74,16
4676,55,100,22
4677,54,103,19
4678,55,94,19
4679,43,109,21
4680,43,83,21
4681,48,99,20
4682,45,91,18
4683,54,110,19
4684,53,87,19
4685,49,109,19
4686,46,129,22
4687,41,101,19
4688,46,86,21
4689,42,110,19
4690,46,93,21
4691,48,87,20
4692,49,89,21
4693,52,89,22
4694,56,94,16
4695,51,101,19
4696,39,95,20
4697,45,68,20
4698,54,112,22
4699,49,109,19
4700,47,110,18
4701,54,97,18
4702,49,121,17
4703,54,110,18
4704,48,97,20
4705,53,79,19
4706,48,116,20
4707,52,82,16
4708,52,121,20
4709,49,95,21
4710,56,85,16
4711,49,104,20
4712,51,97,17
4713,54,104,18
4714,52,75,19
4715,48,93,22
4716,42,101,19
4717,55,72,22
4718,39,87,18
4719,52,107,15
4720,43,107,18
4721,49,125,19
4722,49,72,21
4723,41,81,20
4724,46,90,17
4725,43,78,20
4726,44,98,19
4727,48,106,21
4728,47,127,20
4729,53,97,21
4730,44,82,18
4731,46,91,18
4732,50,130,23
4733,40,123,19
4734,49,120,16
4735,48,94,17
4736,45,104,17
4737,47,82,19
4738,41,108,18
4739,46,108,18
4740,48,73,25
4741,47,80,20
4742,46,106,19
4743,39,106,23
4744,50,82,20
4745,43,81,22
4746,48,100,24
4747,50,85,18
4748,52,86,19
4749,49,110,23
4750,47,96,18
4751,45,92,19
4752,55,102,18
4753,50,89,17
4754,44,93,16
4755,40,91,17
4756,52,83,22
4757,51,87,20
4758,55,84,24
4759,55,81,21
4760,61,103,15
4761,43,83,19
4762,43,115,18
4763,42,76,20
4764,47,119,20
4765,53,79,21
4766,52,85,18
4767,54,82,23
4768,43,116,19
4769,49,105,21
4770,52,88,19
4771,50,101,17
4772,56,94,20
